HealthRecordID,LivestockID,CheckDate,Notes,Treatment
4189,4189,2022/02/05 00:00:00,Increased weight gain; healthy condition.,Multivitamin Supplement
4190,4190,2021/02/04 00:00:00,Exhibiting signs of heat stress.,Tick and Flea Dip
4191,4191,2021/12/13 00:00:00,Routine check-up; all vitals normal.,Tick and Flea Dip
4192,4192,2022/08/23 00:00:00,Routine check-up; all vitals normal.,Multivitamin Supplement
4193,4193,2022/02/21 00:00:00,Minor cut observed on front leg.,Multivitamin Supplement
4194,4194,2021/09/06 00:00:00,Mild coughing; vitamin booster given.,Multivitamin Supplement
4195,4195,2021/01/14 00:00:00,Wound from fencing; disinfected and bandaged.,Electrolytes Added to Water
4196,4196,2020/12/07 00:00:00,Mild coughing; vitamin booster given.,Tick and Flea Dip
4197,4197,2023/12/07 00:00:00,Minor infection treated; under observation.,Vaccination (Anthrax)
4198,4198,2020/07/19 00:00:00,Mild coughing; vitamin booster given.,Foot Rot Treatment
4199,4199,2021/06/15 00:00:00,Routine check-up; all vitals normal.,Vaccination (Anthrax)
4200,4200,2024/05/26 00:00:00,Routine check-up; all vitals normal.,Fly Repellent Spray
4201,4201,2023/12/22 00:00:00,Hoof trimmed and cleaned.,Foot Rot Treatment
4202,4202,2024/06/20 00:00:00,Vaccination administered; no side effects.,Deworming
4203,4203,2022/05/05 00:00:00,Loss of appetite for 2 days.,Vaccination (Anthrax)
4204,4204,2023/11/10 00:00:00,Vaccination administered; no side effects.,Foot Rot Treatment
4205,4205,2021/01/27 00:00:00,Mild coughing; vitamin booster given.,Foot Rot Treatment
4206,4206,2022/06/17 00:00:00,Hoof trimmed and cleaned.,Anti-inflammatory Injection
4207,4207,2020/12/24 00:00:00,Vaccination administered; no side effects.,Vitamin B12 Injection
4208,4208,2022/02/17 00:00:00,Hoof trimmed and cleaned.,Antibiotics (Oxytetracycline)
4209,4209,2021/11/13 00:00:00,Wound from fencing; disinfected and bandaged.,Anti-inflammatory Injection
4210,4210,2021/04/09 00:00:00,Routine check-up; all vitals normal.,Vaccination (Anthrax)
4211,4211,2022/01/22 00:00:00,Routine check-up; all vitals normal.,Electrolytes Added to Water
4212,4212,2021/12/27 00:00:00,Wound from fencing; disinfected and bandaged.,Anti-inflammatory Injection
4213,4213,2023/10/13 00:00:00,Increased weight gain; healthy condition.,Multivitamin Supplement
4214,4214,2023/07/22 00:00:00,Minor cut observed on front leg.,Multivitamin Supplement
4215,4215,2021/03/27 00:00:00,Wound from fencing; disinfected and bandaged.,Anti-inflammatory Injection
4216,4216,2023/08/01 00:00:00,Wound from fencing; disinfected and bandaged.,Deworming
4217,4217,2023/02/05 00:00:00,Vaccination administered; no side effects.,Multivitamin Supplement
4218,4218,2023/03/21 00:00:00,Minor infection treated; under observation.,Vaccination (Anthrax)
4219,4219,2024/03/24 00:00:00,Wound from fencing; disinfected and bandaged.,Deworming
4220,4220,2024/05/17 00:00:00,Loss of appetite for 2 days.,Multivitamin Supplement
4221,4221,2021/06/21 00:00:00,Routine check-up; all vitals normal.,Antibiotics (Oxytetracycline)
4222,4222,2024/01/21 00:00:00,Hoof trimmed and cleaned.,Foot Rot Treatment
4223,4223,2020/12/11 00:00:00,Wound from fencing; disinfected and bandaged.,Electrolytes Added to Water
4224,4224,2021/09/23 00:00:00,Wound from fencing; disinfected and bandaged.,Tick and Flea Dip
4225,4225,2020/10/13 00:00:00,Hoof trimmed and cleaned.,Multivitamin Supplement
4226,4226,2023/05/10 00:00:00,Vaccination administered; no side effects.,Vitamin B12 Injection
4227,4227,2020/12/05 00:00:00,Minor infection treated; under observation.,Foot Rot Treatment
4228,4228,2023/05/21 00:00:00,Mild coughing; vitamin booster given.,Anti-inflammatory Injection
4229,4229,2021/05/15 00:00:00,Minor infection treated; under observation.,Foot Rot Treatment
4230,4230,2021/10/22 00:00:00,Exhibiting signs of heat stress.,Vaccination (Anthrax)
4231,4231,2023/07/17 00:00:00,Minor infection treated; under observation.,Electrolytes Added to Water
4232,4232,2023/12/16 00:00:00,Vaccination administered; no side effects.,Fly Repellent Spray
4233,4233,2023/08/01 00:00:00,Vaccination administered; no side effects.,Electrolytes Added to Water
4234,4234,2022/10/04 00:00:00,Vaccination administered; no side effects.,Anti-inflammatory Injection
4235,4235,2021/12/16 00:00:00,Increased weight gain; healthy condition.,Vitamin B12 Injection
4236,4236,2021/03/09 00:00:00,Exhibiting signs of heat stress.,Anti-inflammatory Injection
4237,4237,2020/07/24 00:00:00,Increased weight gain; healthy condition.,Multivitamin Supplement
4238,4238,2024/05/17 00:00:00,Minor infection treated; under observation.,Fly Repellent Spray
4239,4239,2020/10/13 00:00:00,Routine check-up; all vitals normal.,Foot Rot Treatment
4240,4240,2021/05/07 00:00:00,Wound from fencing; disinfected and bandaged.,Fly Repellent Spray
4241,4241,2020/08/04 00:00:00,Increased weight gain; healthy condition.,Electrolytes Added to Water
4242,4242,2021/12/21 00:00:00,Increased weight gain; healthy condition.,Foot Rot Treatment
4243,4243,2020/09/14 00:00:00,Vaccination administered; no side effects.,Electrolytes Added to Water
4244,4244,2023/10/08 00:00:00,Vaccination administered; no side effects.,Anti-inflammatory Injection
4245,4245,2024/02/05 00:00:00,Hoof trimmed and cleaned.,Multivitamin Supplement
4246,4246,2021/06/07 00:00:00,Minor cut observed on front leg.,Foot Rot Treatment
4247,4247,2022/01/09 00:00:00,Increased weight gain; healthy condition.,Vaccination (Anthrax)
4248,4248,2021/05/27 00:00:00,Routine check-up; all vitals normal.,Antibiotics (Oxytetracycline)
4249,4249,2021/08/07 00:00:00,Hoof trimmed and cleaned.,Deworming
4250,4250,2024/04/23 00:00:00,Wound from fencing; disinfected and bandaged.,Deworming
4251,4251,2023/02/02 00:00:00,Exhibiting signs of heat stress.,Anti-inflammatory Injection
4252,4252,2022/07/27 00:00:00,Increased weight gain; healthy condition.,Fly Repellent Spray
4253,4253,2021/09/03 00:00:00,Loss of appetite for 2 days.,Multivitamin Supplement
4254,4254,2023/05/24 00:00:00,Minor infection treated; under observation.,Deworming
4255,4255,2023/10/06 00:00:00,Hoof trimmed and cleaned.,Anti-inflammatory Injection
4256,4256,2023/12/06 00:00:00,Wound from fencing; disinfected and bandaged.,Deworming
4257,4257,2021/08/16 00:00:00,Vaccination administered; no side effects.,Vaccination (Anthrax)
4258,4258,2022/12/15 00:00:00,Routine check-up; all vitals normal.,Vaccination (Anthrax)
4259,4259,2021/06/16 00:00:00,Minor cut observed on front leg.,Deworming
4260,4260,2021/07/26 00:00:00,Loss of appetite for 2 days.,Vaccination (Anthrax)
4261,4261,2021/06/18 00:00:00,Vaccination administered; no side effects.,Foot Rot Treatment
4262,4262,2021/11/17 00:00:00,Minor cut observed on front leg.,Vitamin B12 Injection
4263,4263,2021/04/03 00:00:00,Routine check-up; all vitals normal.,Electrolytes Added to Water
4264,4264,2022/02/21 00:00:00,Loss of appetite for 2 days.,Deworming
4265,4265,2020/11/22 00:00:00,Minor infection treated; under observation.,Tick and Flea Dip
4266,4266,2021/03/18 00:00:00,Wound from fencing; disinfected and bandaged.,Anti-inflammatory Injection
4267,4267,2022/12/25 00:00:00,Vaccination administered; no side effects.,Electrolytes Added to Water
4268,4268,2021/12/14 00:00:00,Vaccination administered; no side effects.,Vaccination (Anthrax)
4269,4269,2022/05/13 00:00:00,Minor cut observed on front leg.,Anti-inflammatory Injection
4270,4270,2021/04/22 00:00:00,Minor cut observed on front leg.,Anti-inflammatory Injection
4271,4271,2022/10/02 00:00:00,Loss of appetite for 2 days.,Foot Rot Treatment
4272,4272,2022/08/09 00:00:00,Minor cut observed on front leg.,Electrolytes Added to Water
4273,4273,2023/04/13 00:00:00,Minor infection treated; under observation.,Vitamin B12 Injection
4274,4274,2023/05/22 00:00:00,Routine check-up; all vitals normal.,Deworming
4275,4275,2023/09/23 00:00:00,Minor infection treated; under observation.,Tick and Flea Dip
4276,4276,2022/05/16 00:00:00,Routine check-up; all vitals normal.,Electrolytes Added to Water
4277,4277,2021/06/12 00:00:00,Mild coughing; vitamin booster given.,Antibiotics (Oxytetracycline)
4278,4278,2021/12/16 00:00:00,Increased weight gain; healthy condition.,Electrolytes Added to Water
4279,4279,2020/08/27 00:00:00,Hoof trimmed and cleaned.,Multivitamin Supplement
4280,4280,2022/11/24 00:00:00,Increased weight gain; healthy condition.,Foot Rot Treatment
4281,4281,2021/07/15 00:00:00,Loss of appetite for 2 days.,Multivitamin Supplement
4282,4282,2021/11/03 00:00:00,Vaccination administered; no side effects.,Multivitamin Supplement
4283,4283,2024/01/21 00:00:00,Routine check-up; all vitals normal.,Anti-inflammatory Injection
4284,4284,2022/11/09 00:00:00,Minor infection treated; under observation.,Multivitamin Supplement
4285,4285,2020/10/25 00:00:00,Minor cut observed on front leg.,Foot Rot Treatment
4286,4286,2022/09/08 00:00:00,Minor infection treated; under observation.,Antibiotics (Oxytetracycline)
4287,4287,2020/07/11 00:00:00,Hoof trimmed and cleaned.,Tick and Flea Dip
4288,4288,2020/12/06 00:00:00,Vaccination administered; no side effects.,Deworming
4289,4289,2020/11/24 00:00:00,Exhibiting signs of heat stress.,Antibiotics (Oxytetracycline)
4290,4290,2022/11/23 00:00:00,Minor infection treated; under observation.,Anti-inflammatory Injection
4291,4291,2021/07/04 00:00:00,Hoof trimmed and cleaned.,Antibiotics (Oxytetracycline)
4292,4292,2023/08/05 00:00:00,Vaccination administered; no side effects.,Antibiotics (Oxytetracycline)
4293,4293,2020/08/12 00:00:00,Loss of appetite for 2 days.,Vitamin B12 Injection
4294,4294,2023/09/10 00:00:00,Loss of appetite for 2 days.,Antibiotics (Oxytetracycline)
4295,4295,2021/08/09 00:00:00,Loss of appetite for 2 days.,Vaccination (Anthrax)
4296,4296,2023/12/27 00:00:00,Mild coughing; vitamin booster given.,Vaccination (Anthrax)
4297,4297,2021/11/25 00:00:00,Loss of appetite for 2 days.,Fly Repellent Spray
4298,4298,2024/05/23 00:00:00,Increased weight gain; healthy condition.,Fly Repellent Spray
4299,4299,2020/10/21 00:00:00,Wound from fencing; disinfected and bandaged.,Multivitamin Supplement
4300,4300,2024/06/06 00:00:00,Hoof trimmed and cleaned.,Vaccination (Anthrax)
4301,4301,2021/07/20 00:00:00,Minor infection treated; under observation.,Foot Rot Treatment
4302,4302,2021/04/22 00:00:00,Wound from fencing; disinfected and bandaged.,Deworming
4303,4303,2022/08/23 00:00:00,Hoof trimmed and cleaned.,Electrolytes Added to Water
4304,4304,2023/09/09 00:00:00,Routine check-up; all vitals normal.,Foot Rot Treatment
4305,4305,2023/11/24 00:00:00,Hoof trimmed and cleaned.,Vaccination (Anthrax)
4306,4306,2020/11/21 00:00:00,Vaccination administered; no side effects.,Vaccination (Anthrax)
4307,4307,2023/10/02 00:00:00,Wound from fencing; disinfected and bandaged.,Fly Repellent Spray
4308,4308,2022/02/13 00:00:00,Minor infection treated; under observation.,Deworming
4309,4309,2020/08/22 00:00:00,Routine check-up; all vitals normal.,Antibiotics (Oxytetracycline)
4310,4310,2023/12/15 00:00:00,Exhibiting signs of heat stress.,Electrolytes Added to Water
4311,4311,2023/02/08 00:00:00,Mild coughing; vitamin booster given.,Tick and Flea Dip
4312,4312,2020/08/19 00:00:00,Exhibiting signs of heat stress.,Foot Rot Treatment
4313,4313,2022/07/19 00:00:00,Increased weight gain; healthy condition.,Anti-inflammatory Injection
4314,4314,2021/07/20 00:00:00,Wound from fencing; disinfected and bandaged.,Deworming
4315,4315,2021/04/13 00:00:00,Increased weight gain; healthy condition.,Fly Repellent Spray
4316,4316,2024/01/14 00:00:00,Routine check-up; all vitals normal.,Electrolytes Added to Water
4317,4317,2023/05/10 00:00:00,Exhibiting signs of heat stress.,Anti-inflammatory Injection
4318,4318,2022/06/05 00:00:00,Exhibiting signs of heat stress.,Tick and Flea Dip
4319,4319,2021/06/27 00:00:00,Exhibiting signs of heat stress.,Foot Rot Treatment
4320,4320,2020/11/11 00:00:00,Vaccination administered; no side effects.,Tick and Flea Dip
4321,4321,2024/03/03 00:00:00,Minor cut observed on front leg.,Fly Repellent Spray
4322,4322,2023/08/02 00:00:00,Exhibiting signs of heat stress.,Vaccination (Anthrax)
4323,4323,2022/02/07 00:00:00,Loss of appetite for 2 days.,Deworming
4324,4324,2024/03/26 00:00:00,Increased weight gain; healthy condition.,Multivitamin Supplement
4325,4325,2022/06/27 00:00:00,Loss of appetite for 2 days.,Vaccination (Anthrax)
4326,4326,2021/04/23 00:00:00,Increased weight gain; healthy condition.,Fly Repellent Spray
4327,4327,2021/09/09 00:00:00,Minor cut observed on front leg.,Anti-inflammatory Injection
4328,4328,2024/04/20 00:00:00,Hoof trimmed and cleaned.,Antibiotics (Oxytetracycline)
4329,4329,2021/06/05 00:00:00,Minor cut observed on front leg.,Foot Rot Treatment
4330,4330,2023/03/12 00:00:00,Exhibiting signs of heat stress.,Electrolytes Added to Water
4331,4331,2021/12/26 00:00:00,Wound from fencing; disinfected and bandaged.,Anti-inflammatory Injection
4332,4332,2024/03/10 00:00:00,Mild coughing; vitamin booster given.,Vitamin B12 Injection
4333,4333,2020/10/21 00:00:00,Increased weight gain; healthy condition.,Multivitamin Supplement
4334,4334,2021/11/02 00:00:00,Exhibiting signs of heat stress.,Deworming
4335,4335,2021/06/09 00:00:00,Vaccination administered; no side effects.,Antibiotics (Oxytetracycline)
4336,4336,2022/04/20 00:00:00,Mild coughing; vitamin booster given.,Vaccination (Anthrax)
4337,4337,2021/11/24 00:00:00,Hoof trimmed and cleaned.,Anti-inflammatory Injection
4338,4338,2023/10/27 00:00:00,Mild coughing; vitamin booster given.,Anti-inflammatory Injection
4339,4339,2020/11/20 00:00:00,Wound from fencing; disinfected and bandaged.,Vaccination (Anthrax)
4340,4340,2023/09/25 00:00:00,Loss of appetite for 2 days.,Multivitamin Supplement
4341,4341,2021/03/27 00:00:00,Loss of appetite for 2 days.,Foot Rot Treatment
4342,4342,2022/08/13 00:00:00,Hoof trimmed and cleaned.,Deworming
4343,4343,2021/06/25 00:00:00,Routine check-up; all vitals normal.,Antibiotics (Oxytetracycline)
4344,4344,2023/12/16 00:00:00,Increased weight gain; healthy condition.,Tick and Flea Dip
4345,4345,2020/11/23 00:00:00,Routine check-up; all vitals normal.,Vitamin B12 Injection
4346,4346,2022/09/19 00:00:00,Loss of appetite for 2 days.,Electrolytes Added to Water
4347,4347,2021/05/17 00:00:00,Routine check-up; all vitals normal.,Multivitamin Supplement
4348,4348,2023/11/17 00:00:00,Vaccination administered; no side effects.,Vitamin B12 Injection
4349,4349,2024/04/11 00:00:00,Routine check-up; all vitals normal.,Antibiotics (Oxytetracycline)
4350,4350,2020/12/22 00:00:00,Wound from fencing; disinfected and bandaged.,Vaccination (Anthrax)
4351,4351,2022/02/25 00:00:00,Mild coughing; vitamin booster given.,Multivitamin Supplement
4352,4352,2024/05/18 00:00:00,Routine check-up; all vitals normal.,Anti-inflammatory Injection
4353,4353,2021/12/24 00:00:00,Hoof trimmed and cleaned.,Deworming
4354,4354,2021/11/12 00:00:00,Wound from fencing; disinfected and bandaged.,Antibiotics (Oxytetracycline)
4355,4355,2022/05/11 00:00:00,Loss of appetite for 2 days.,Anti-inflammatory Injection
4356,4356,2021/06/08 00:00:00,Loss of appetite for 2 days.,Foot Rot Treatment
4357,4357,2020/12/13 00:00:00,Minor cut observed on front leg.,Fly Repellent Spray
4358,4358,2023/06/19 00:00:00,Increased weight gain; healthy condition.,Multivitamin Supplement
4359,4359,2024/03/24 00:00:00,Minor cut observed on front leg.,Vaccination (Anthrax)
4360,4360,2022/06/20 00:00:00,Routine check-up; all vitals normal.,Tick and Flea Dip
4361,4361,2023/07/21 00:00:00,Wound from fencing; disinfected and bandaged.,Anti-inflammatory Injection
4362,4362,2021/09/19 00:00:00,Routine check-up; all vitals normal.,Antibiotics (Oxytetracycline)
4363,4363,2024/01/08 00:00:00,Routine check-up; all vitals normal.,Electrolytes Added to Water
4364,4364,2023/07/10 00:00:00,Increased weight gain; healthy condition.,Tick and Flea Dip
4365,4365,2022/03/25 00:00:00,Minor infection treated; under observation.,Vaccination (Anthrax)
4366,4366,2022/07/14 00:00:00,Wound from fencing; disinfected and bandaged.,Fly Repellent Spray
4367,4367,2021/10/05 00:00:00,Increased weight gain; healthy condition.,Vaccination (Anthrax)
4368,4368,2021/02/27 00:00:00,Hoof trimmed and cleaned.,Fly Repellent Spray
4369,4369,2021/10/06 00:00:00,Exhibiting signs of heat stress.,Electrolytes Added to Water
4370,4370,2021/11/13 00:00:00,Minor cut observed on front leg.,Anti-inflammatory Injection
4371,4371,2022/01/15 00:00:00,Exhibiting signs of heat stress.,Foot Rot Treatment
4372,4372,2020/08/22 00:00:00,Minor cut observed on front leg.,Deworming
4373,4373,2022/04/26 00:00:00,Hoof trimmed and cleaned.,Fly Repellent Spray
4374,4374,2022/11/16 00:00:00,Mild coughing; vitamin booster given.,Antibiotics (Oxytetracycline)
4375,4375,2020/07/13 00:00:00,Wound from fencing; disinfected and bandaged.,Anti-inflammatory Injection
4376,4376,2020/12/02 00:00:00,Wound from fencing; disinfected and bandaged.,Tick and Flea Dip
4377,4377,2022/01/19 00:00:00,Minor cut observed on front leg.,Vaccination (Anthrax)
4378,4378,2024/03/27 00:00:00,Mild coughing; vitamin booster given.,Electrolytes Added to Water
4379,4379,2024/05/08 00:00:00,Vaccination administered; no side effects.,Fly Repellent Spray
4380,4380,2022/11/23 00:00:00,Wound from fencing; disinfected and bandaged.,Deworming
4381,4381,2024/04/16 00:00:00,Vaccination administered; no side effects.,Multivitamin Supplement
4382,4382,2020/08/12 00:00:00,Mild coughing; vitamin booster given.,Multivitamin Supplement
4383,4383,2022/08/27 00:00:00,Routine check-up; all vitals normal.,Foot Rot Treatment
